Author	FirstName	Type	Title	Country	Abstract	Code	LastName	Symposium	Category	WordCount	NameFreq	Gender	Category2	Student	StudentStatus
Hugo Gante	Hugo	poster D21SY30PS1278	Spatial and temporal scales of evolution of a pigmentation phenotype in cichlid fishes	Switzerland	Cichlid fishes are an excellent model system for speciation studies for their multiple radiations, in particular in East African lakes. In Lake Tanganyika, the most successful lineage of cichlids is the Lamprologini. One group of lamprologines, the Neolamprologus brichardi/pulcher complex, or Princess of Burundi, is found throughout the rocky shores of Lake Tanganyika. Different species occupy multiple discontinuous patches of coastal habitat and are characterized by differences in facial stripe pigmentation. Such pigmentation is relevant for intraspecific communication and previous results based on mtDNA data from 3 species suggest parallel evolution of facial stripe phenotypes. We assess the spatial and temporal scales of differentiation and speciation in this group of cichlids by analyzing mitochondrial and nuclear patterns of variation in 11 species and several hundreds of individuals originating at multiple localities from distinct patches of their distribution. We contrast these genetic and geographic data with facial stripe phenotypes to understand the evolution of this pigmentation trait in Neolamprologus. 	D21SY30PS1278	Gante	SY30	PS	158	4	Male	Poster		Staff
Hugo Tavares	Hugo	talk D20SY23RT15:45R3	Selection on flower colour in a hybrid zone reveals interwoven patterns of genomic divergence at a linked cluster of loci	United Kingdom	To understand how selection establishes reproductive barriers between populations, we need to identify the loci regulating the selected traits. Knowing that, how are sets of co-adapted alleles maintained when gene-flow occurs between distinct populations? One view is that genetic linkage maintains fit haplotypes, resulting in a genomic signature of selection as an “island of divergence”. To address these issues we study a hybrid zone between two Antirrhinum species with different flower colours. Various phenotypes result from this hybridization, but are restricted to a narrow region (~1km) and do not spread to the parental populations. A gene regulating magenta flower pigmentation, ROS, was found to have a steep cline correlated with a flower colour cline, suggesting this trait is under selection. A second tightly-linked locus also regulating this trait, EL, has now been mapped. A genomic comparison of diversity between the Antirrhinum species shows a signature of selection in the region containing both loci (ca. 180kb~0.9cM). Surprisingly, this “island of divergence” includes non-shared and shared polymorphisms, questioning how the parental ROS-EL haplotypes are maintained in face of gene-flow. By genotyping plants across the hybrid zone we show that even though LD between them is high (r~0.9), recombinants do occur (~12% in the zone). This suggests that gene-flow between the two populations was enough to break fixed differences within the “island”, resulting in a rugged divergence profile that includes fixed polymorphisms (linked to the functional loci) interspersed with shared ones. To our knowledge this is one of a few cases where a cluster of loci under selection has been finely mapped and its behaviour studied at a population-level. This analysis empirically demonstrates the significant impact gene-flow has in breaking associations of clusters of putatively co-adapted alleles, providing key insights to our interpretation of genomic signatures of selection. 	D20SY23RT15:45R3	Tavares	SY23	RT	307	4	Male	Talk	Student at John Innes Centre	Student
Hui Wang	Hui	poster D21SY21PS0059	Maintenance of flower color polymorphism in Iris lutescens Lam. (Iridaceae)	France	As pollinator visitation rate is generally correlated with plant fitness in entomogamous species, stabilizing selection mediated by associative learning is expected to occur on floral traits, leading to low intra-specific variation. Flower color is among the most important visual signals to attract pollinators. Consistently, previous studies suggested that flower color polymorphism could be maintained by pollinator-mediated selection. In addition, flavonoid/anthocyanin, carotenoid pigments, which are responsible for coloration in most plants, have pleiotropic effects for plant survival. Therefore selection pressures induced by a range of abiotic (precipitation, soil or temperature) /biotic (herbivores and pathogens) factors could also be involved. Herein, we investigated flower color polymorphism in a common species in the Mediterranean area, Iris lutescens Lam. (Iridaceae), which displays a tremendous purple-yellow flower color polymorphism within populations. We revealed that I. lutescens is a rewardless species displaying mainly different anthocyanin accumulation induced flower color difference, that is not associated with marked difference in odor emitted nor level of defense against abiotic/biotic factors. Results of pollinator/florivore observations and genetic analyses underlying flower color variation will also be presented in this talk. Pollinators are the most probable selective agent responsible for the maintenance of this polymorphism, suggesting that this species is a good candidate to investigate the maintenance of flower color polymorphism. 	D21SY21PS0059	Wang	SY21	PS	212	1	Female	Poster	Student at Université Montpellier 2	Student
Hussain Bahbahani	Hussain	poster D23SY02PS1419	Tropical African cattle a unique model for the study of livestock adaptation	United Kingdom	Indigenous cattle populations of Africa have a unique history which makes them particularly suitable for the understanding, at the genome level, of environmental adaptation. African taurine cattle Bos taurus taurus were the first to arrive on the continent. They were followed by the humped Bos taurus indicus zebu from their centre of domestication on the Indian subcontinent. The result of these migrations is a mosaic of zebu-taurine cattle population adapted to a diversity of local environments (e.g. semi-dry desert, humid and sub-humid forested areas) and production systems (e.g. pastoral, small-holder). Here, we use genomic tools to unravel genetic positive signature of selection in the East African shorthorn zebu, a locally indigenous adapted cattle from Western Kenya. We show that its autosomal genome structure is a complex make-up of taurine and zebu background while its mitochondrial DNA genome is of taurine origin only. Positive signatures of selection are detected through high density SNP chip genotyping and full genome sequencing. They include genes which may be associated with adaptation to disease challenge or reproductive function. An example of these genes is RXFP2, which is involved in testicular descent development, and horn development. Analysis of the mitochondrial DNA reveal signature of purifying selection against deleterious mutations. 	D23SY02PS1419	Bahbahani	SY02	PS	210	1	Male	Poster		Staff
Ian Warren	Ian	poster D23SY31PS1385	A general mechanism for conditional expression of sexually-selected traits	United Kingdom	Exaggerated sexually-selected traits are widespread across nature, with the “classic” examples including the trains of peacocks and antlers of cervids. These traits have provided the focus of many models and much debate concerning how they have evolved and how they are maintained. It is clear that these traits are reliable signals of the bearer’s condition, but the underlying physiological mechanism required to achieve such exaggerated and highly condition dependent growth has remained, until recently, unclear. Handicap models have been proposed but lack consistent experimental support. Using the horned rhinoceros beetle, Trypoxylus dichotomus, we demonstrate that the insulin-like signaling (ILS) pathway can provide a robust and reliable physiological mechanism for generating an informative signal of individual condition. The ILS pathway is a highly conserved pathway that can regulate growth in response to nutritional level, stress and infection. Exaggerated and highly condition dependent growth in beetle horns is achieved by heightened sensitivity of the developing horn primorida to the ILS pathway, when compared to other traits such as wings and genitalia. This result, combined with evidence from a wide range of taxa (e.g. crustaceans, cervids and fish), as well as the highly conserved nature of the ILS pathway, raises the exciting possibility that parallel processes underlie the evolution of trait exaggeration in a multitude of sexually-selected signal traits across the animal kingdom. 	D23SY31PS1385	Warren	SY31	PS	224	1	Male	Poster		Staff
Ignacio Bravo	Ignacio	poster D21SY09PS1399	Novel papillomaviruses in free-ranging Iberian bats challenge the dogmas: interspecies transmission, no virus-host coevolution and evidences for recombination	Spain	Papillomaviridae are a wide and divergent family of small, non-encapsulated dsDNA viruses that infect most vertebrates. Animal PV diversity is poorly sampled, and thence most of our hypotheses about PV evolution are biased because of the clinical focus on PV research. We communicate here the sequencing and cloning of five new PVs isolated from different bat species: Eidolon helvum PV type 1 (EhelPV1), Rhinolophus ferrumequinum PV type 1 (RferPV1), Eptesicus serotinus PV type 1 (EserPV1), Eptesicus serotinus PV type 2 (EserPV2) and Eptesicus serotinus PV type 3 (EserPV3). These novel PVs were isolated from three different bat families: Pteropodidae, Rhinolophidae y Vespertilionidae, respectively. Phylogenetic relationships within Papillomaviridae were inferred by means of maximum likelihood, Bayesian, and supernetwork analyses. Further, we have studied the prevalence of EserPV1, 2 and 3 in a number of E. serotinus and E. isabellinus bat colonies in the Iberian peninsula. There are currently nine bat PVs, and they are not monophyletic: five of them belong to the Lamda+Mu PVs crowngroup, one to the Alpha+Omicron PVs crowngroup, and three of them are close to root and their precise phylogenetic positions cannot be inferred with certainty. The increased sampling of the Lambda+Mu PV crowngroup is welcome, as it hosts viruses infecting diverse hosts (carnivores, chiroptera, primates, rodents and lagomorpha), with diverse tropisms (cutaneous and mucosal) and with divergent clinical manifestations of the infections (asymptomatic, benign proliferations and malignant tumours). Our results question once again the old assumption of virus-host coevolution for the PVs and reinforce the hypothesis of a biphasic evolution in the story of the PVs: an initial adaptive radiation linked to the definition of new niches during the evolution of mammalian skin that generated the ancestral PV crowngroups, followed by a limited co-especiation between viruses and hosts. 	D21SY09PS1399	Bravo	SY09	PS	294	1	Male	Poster		Staff
Iker Irisarri	Iker	poster D21SY30PS1021	Mitogenomics and the phylogeny of frogs	Spain	Anurans have a long evolutionary history of more than 200 million years, having undergone an extraordinary diversification that gave rise to more than 6,000 extant species. Previous morphological and molecular studies greatly contributed to the knowledge of the anuran Tree of Life. Yet, important questions remain still under debate. A data set of complete mitochondrial genomes and nine nuclear loci was used to address key questions regarding the higher-level relationships in frogs: (i) the placement of the root in the frog Tree of Life, (ii) the branching order among the five major lineages, (iii) the phylogenetic position of basal relict families within modern frogs (Neobatrachia), and (iv) the internal phylogeny of the family Pipidae (Xenopus’ relatives). Our data set demonstrated good phylogenetic performance in resolving the proposed questions, and further allowed examining other issues of great interest, including (vi) the evolution of mitochondrial gene orders in Anura, (vii) the presence of accelerated molecular evolutionary rates associated with the origin of Neobatrachia, and (viii) the evolution of sound production mechanisms in tongueless frogs (family Pipidae), which incorporated new bioacoustic and morphological data. 	D21SY30PS1021	Irisarri	SY30	PS	183	1	Male	Poster		Staff
Ilkka Kronholm	Ilkka	talk D23SY08RT16:57R6	Investigating the contribution of epimutations to long-term adaptation using models and experiments	United Kingdom	There is more to heredity than DNA sequence alone. Epigenetic changes are defined as changes in gene expression due to chromatin modifications without changes in DNA sequence. We know that some epigenetic changes can be transmitted between generations. Epimutations can be encoded by variety of mechanisms including histone modifications, changes in methylation patterns, or even small RNAs. However, investigations of how transgenerational epigenetic inheritance may affect adaptation are only just beginning. We use a combination of modeling and experimental microbial evolution to investigate how transgenerational epigenetic inheritance affects adaptive walks, where fitness increases in a population by the sequential fixation of novel beneficial genetic mutations (or novel beneficial epimutations as well).  In our model, we address how different assumptions about how the epigenetic system works affect its role in adaptation. In particular, we contrast the evolutionary effects of heritable epigenetic changes that are genetically-encoded responses to environmental change (adaptive plastic responses that can be transmitted) with epigenetic variation is sequence independent and random with respect to fitness (pure epigenetic variation). We find that epimutations can contribute to adaptation alongside genetic mutations if they are reasonably stable, and outline cases where epimutations can speed up adaptation relative to an equal mutational supply of genetic mutations, and cases where genetic assimilation is likely (or unlikely) to happen. We test the predictions of our model using experimental evolution with the unicellular algae Chlamydomonas reinhardtii. By using different selective environments and manipulating the epigenetic system both chemically and genetically, we show how differences in epimutation supply affect fitness gain over approximately 150 generations. 	D23SY08RT16:57R6	Kronholm	SY08	RT	260	1	Male	Talk		Staff
Ilona Merikanto	Ilona	poster D21SY13PS0376	Evolution of environmental opportunist pathogens	Finland	Most theories of the evolution of virulence concentrate on obligatory host-pathogen relationships. Yet, many pathogens are environmental opportunists that can also replicate and interact in the outside-host environment. As the survival of these pathogens can be host-independent, also the transmission-virulence trade-off assumed in obligatory pathogens can be relaxed. This might promote evolution of virulence. In environmental opportunist pathogens, selection in the outside-host environment can influence the evolution of virulence and disease dynamics. There is evidence of a trade-off between capability to invade and live in the host, and the efficiency to use outside-host resources. Therefore environmental opportunist pathogens might be relatively weak outside-host competitors. How are new environmental opportunist pathogens then able to invade? We introduce a novel model that combines density-dependent growth and Lotka-Volterra competition between pathogen and non-pathogenic bacteria in the outside-host environment to SI host-pathogen dynamics. We studied evolution of pathogenicity as the ability for new environmental opportunist pathogens to invade. Parameterization was based on columnaris disease that is a worldwide nuisance of fresh water fishes in fish farms. New environmental opportunist pathogen is able to invade when host growth and outside-host growth of the pathogen are high enough to compensate lower outside-host competition ability. Also, increase in virulence promotes invasion. Selection could thus favor higher virulence in environmental opportunist diseases as compared to obligatory diseases. Strong outside-host competition on the other hand can drive new environmental opportunist pathogen to extinction. Therefore, situations where ecological constrains, such as competition, are relaxed promote environmental opportunism. Thus multiple outside-host ecological constrains, such as competition, can efficiently limit the emergence of new diseases. 	D21SY13PS0376	Merikanto	SY13	PS	281	2	Female	Poster	Student at University of Helsinki	Student
Ilona Nenko	Ilona	poster D23SY18PS0336	Reproduction and lifespan: only age at last reproduction matters	United Kingdom	Reproduction is costly for mothers due to energetic and physiological requirements during pregnancy, lactation and childcare. Fathers are usually neglected by the studies since they do not pay direct costs of reproduction. However, including fathers in analysis is crucial, since it could suggests explanations about the mechanisms responsible for the relationships observed for mothers. Our study investigated how reproductive history is related to parental lifespan. We present results from historical Polish population belonging to the area of Mogielica Human Ecology Study Site. Demographic data for marriages that occurred from the year 1782 to 1882, collected from parish records were used. Relationship between number of children born, age at first reproduction and last reproduction, mean interbirth interval and parental longevity was analyzed controlling for year of birth, spouse’s longevity and first birth interval (as an indicator of energetic status at the beginning of reproduction for women). Moreover, sex of the last child was included in the model to control for maternal condition at the end of reproduction (since sons are more costly than daughters). In separate models, number of children that survived to adulthood was analyzed. Both maternal and paternal lifespans were affected only by the age at last reproduction. The later the last child was born the longer lives parents had (mothers: HR=0.96; CI=0.93-0.99 and fathers: HR=0.95; CI=0.92-0.98). Similar relationships were found when number of children who survived to adulthood was analyzed (mothers: HR=0.96; CI=0.94-0.98 and fathers: HR=0.95; CI=0.93-0.97). The results suggest that in studied population there are no trade-offs between costs of reproduction and lifespan. Only the age at last reproduction is significant predictor of length of life. However, the fact that the same relationship is observed for fathers suggests importance of social rather than biological factors. 	D23SY18PS0336	Nenko	SY18	PS	305	2	Female	Poster		Staff
Imroze Khan	Imroze	talk D22SY31RT11:18R4	Sex-specific effects of pathogenic bacterial infection on fitness components, reproductive behaviour and mate choice in Drosophila melanogaster	India	We investigated the sex specific effect of Serratia marcescens infection through septic injury on two components of fitness, survivorship and adult competitive reproductive fitness in male and female Drosophila melanogaster. Under competitive conditions, infected females showed significantly lower reproductive output compared to control females. However, male reproductive fitness was not affected by infection. We did not find any cost of injury and immune deployment in our study indicating that the fitness cost resulted only from sustained infection or virulence. However, the bacteria was found to be pathogenic, growing equally well in males and females and causing about 80% mortality over an eleven day period with no significant difference in mortality between sexes. Thus, such sex specific effects of pathogens on individual components of fitness indicate that the total fitness cost experienced by each sex might be very different, even within a given regime, thereby affecting the evolution of antibacterial immunity. Given such sex-specific effects of bacterial infection on reproductive fitness, we further, investigated the sex-specific effect of bacterial infection on components of reproductive behaviour. We did not find any change in mating latency or copulation duration with male or female infection status. When given a simultaneous choice between infected and sham infected females, males preferentially mated with sham infected females. This result suggests that male D. melanogaster may adaptively bias their mating effort in response to the infection status of females. 	D22SY31RT11:18R4	Khan	SY31	RT	233	NA	NA	Talk		Staff
Ines Braga Goncalves	Ines	poster D23SY31PS1307	Hormonal effects on the vocal communication and anti-predator behaviour of cooperative breeding meerkats (Suricata suricatta)	Switzerland	Animal vocalisations, like human voices, are characterised by individual differences in rate of production and acoustic structure. This variation can be partly explained by the social and environmental contexts that individuals experience, but also by their internal state. Thus, vocalisations can potentially be sources and vehicles of information concerning the producer’s age, size, rank, sex and endocrine status. Individual differences in androgens (e.g. testosterone) and glucocorticoids (e.g. cortisol) have been repeatedly associated with competitive ability, social rank, vigilance behaviour and reproductive success. In social species, hormone levels have additionally been associated with variation in calling behaviour, including calling rates and acoustic parameters. Meerkats (Suricata suricatta) are small cooperative breeding mammals that live in groups of up to 50 individuals in Southern Africa. Meerkats have a highly developed vocal communication system, which they use to coordinate their spatial organisation, social interactions and anti-predator behaviour. Thus, meerkats are an ideal study system in which to explore links between behaviour, vocalisations and hormones in animal societies, using both natural observations and manipulations. Experimental elevation of glucocorticoids significantly increased the production rate of close calls in males but not in females. This may potentially reflect a greater role of subordinate males than females in the maintenance of group cohesion, where close calls seem to play a major role, in periods of greater predation risk. In addition, reduction of circulating testosterone levels in subordinate males tended to increase calling rate. Overall, our results show how androgens and glucocorticoids can affect vocal communication and behaviour in meerkats with potentially significant consequences to group cohesion and coordination of anti-predator behaviour in this species. 	D23SY31PS1307	Goncalves	SY31	PS	270	NA	NA	Poster		Staff
Inês Carvalho	Inês	poster D20SY33PS1432	Fine-scale population structure of humpback whales in South Africa coast	United States	Humpback whales (Megaptera novaeangliae) undertake extensive seasonal migrations from polar feeding grounds in the summer to tropical breeding grounds in winter, displaying high fidelity to the same breeding and foraging areas. En route between these areas, some humpback whales utilize the coastal waters of southern hemisphere continents as migratory corridors. On South African coast two distinct migratory corridors of humpback whales are present. One takes humpback whales past the west coast of South Africa in autumn, en route to breeding grounds off Gabon, Congo, Angola and coastal and offshore areas in Gulf of Guinea. And the other takes them past the east coast of South Africa, en route to coastal waters of Mozambique and Madagascar. The aim of the present work was to assess a fine-scale population structure of humpback whales on the two migratory paths in the South African coast, combining mitochondrial DNA and microsatellites markers in order to characterize individual and population levels of genetic structure variation in this region. It was amplified, sexed, genotyped and sequenced a total of 484 samples from west and east coast. The results revealed population differentiation and restricted connectivity of humpback whales from west and east coast of South Africa. Differences on fidelity and seasonality to each region were also found, with humpback whales from west coast showing high levels of long term fidelity to the area, with identified animals returning to the same area in multiple years and between long periods of time and broader seasonality with several animals been sighted and resighted in summer months suggesting that this region besides functioning as a migratory corridor serve as an important feeding ground to some animals of the population. A better understanding of the scale of this behaviour off the west coast of South Africa and the importance of this area for the breeding ground of Gulf of Guinea should be achieved in the future. 	D20SY33PS1432	Carvalho	SY33	PS	314	3	Female	Poster		Staff
Inês Fragata	Inês	talk D21SY13RT14:24R8	Quick adaptation to a new environment erases signature of history in natural populations	Portugal	In a world where human activity is changing the climate and habitats at a fast pace it is fundamental to understand how much and how quickly can species adapt. In the last few years we have witnessed the evolutionary response of various species to the effects of global warming. One such case is Drosophila subobscura, which presents clinal variation for body size and inversions, across three continents. Recent evidence shows that temporal changes are occurring in the clinal variation as a response to global warming, with northern populations becoming more similar to southern ones. Both local adaptation and gene flow may be involved, the latter possibly overcoming historical constraints. In this study we propose to measure the contributions of history and selection when populations initially differentiated in Nature are under a similar selective pressure, in order to test if the uniform selection erases prior genetic differences, even in the absence of gene flow. We used as scenario the adaptation to a new, common environment of three populations of Drosophila subobscura initially differentiated along the European latitudinal cline. Quick evolutionary response was observed in all foundations leading to full convergence. All foundations converged to the same adaptive peak, although at different rates and through different paths, suggesting an overall smooth fitness landscape. We concluded that although history had a strong effect during the initial generations, selection quickly overcame it, especially in fitness related traits. The fast loss of differentiation shows that, even in the absence of gene flow adaptation to a common environment can erase the variation observed in nature, a finding that raises concerns in Conservation terms. 	D21SY13RT14:24R8	Fragata	SY13	RT	267	3	Female	Talk	Student at Faculdade de Ciências da Universidade de Lisboa	Student
Inês Modesto	Inês	poster D23SY02PS0990	Identifying signatures of natural selection in cork oak (Quercus suber L.) genes	Portugal	Cork oak (Quercus suber L.) is an evergreen tree species holding a great economical and social relevance within its distribution range, the western Mediterranean Basin, associated with cork production. This tree is exploited mainly in orchards known as montado, which comprise great biodiversity. Despite its importance, cork oak stands have been facing a significant decline and climate changes expected to occur during this century may aggravate this decay. In this scenario, the assessment of adaptive genetic variation is essential to understand how cork oak may cope with these threats and to delineate management strategies of its genetic resources. In this work, we started by validating single nucleotide polymorphisms (SNPs) detected through the analysis of cork oak pyrosequenced transcriptome, for a set of putative functional genes. Six fragments were then selected to be analysed with the purpose of finding signatures of natural selection. Samples from populations representing the species’ entire distribution range were sequenced and several neutrality tests were performed as well as environmental association tests. Two gene fragments showed signals of balancing selection: the Arabidopsis thaliana orthologs non-expresser of pathogenesis related 1 (NPR1), involved in plant defence response against pathogens, and auxin response factor 16 (ARF16), a gene previously identified as a candidate gene for drought resistance. Additionally, in a class I heat shock protein (HSP), one amino acid position was detected as possibly being under positive selection and associated with several precipitation variables, revealing its potential relevance in adaptation to local climatic conditions. In this study the first steps were taken to start unveiling important information on cork oak adaptation to biotic and abiotic environmental conditions. Funded by Fundação para a Ciência e Tecnologia (FCT): projects PTDC/AGR-GPL/104966/2008 and EST/036/2009. 	D23SY02PS0990	Modesto	SY02	PS	282	3	Female	Poster	Student at Faculty of Sciences of the University of Lisbon	Student
Ingrid Sassenhagen	Ingrid	poster D20SY05PS0519	The role of local adaptation and phenotypic plasticity in the population establishment and divergence of a freshwater protist	Sweden	Most microalgal species consist like all evolutionary higher organisms of many genetically distinct populations, which inhabit a large variety of habitats. The divergence of different populations is in conflict with the high dispersal ability and assumed continuous gene flow of microorganisms. As many recent publications emphasize the enormous intraspecific diversity in microalgae, this study aims at understanding the phenotypic diversity that it represents. Local adaptation might act as a dispersal barrier and play a role in population divergence. We studied phenotypic plasticity and potential of local adaptation in the unicellular, nuisance freshwater microalgae Gonyostomum semen. This species originates from very acid, brown water swamp lakes, but after extensive spreading in Scandinavia over the last decades it can be found also in clear water lakes with neutral pH. Such a fast invasion together with successful establishment as several genetically distinct populations in so many different habitats requires extensive plasticity and high ability for adaptation. In the present study we performed controlled laboratory experiments to test whether strains from several lakes respond differently in gradients of pH and light. We measured the growth rate of 12 genetically different strains from 5 lakes at 5 distinct pHs and varying light levels. The observed ability to grow over a wide range of pH and light levels helps to explain the successful spreading of G. semen. The additional strain specific preferences suggest adaptation to local environmental conditions, which might yield a competitive advantage over later invaders. Furthermore, these phenotypic differences might be an important driver for the genetic divergence into distinct populations. 	D20SY05PS0519	Sassenhagen	SY05	PS	257	1	Female	Poster	Student at Faculty of Science at Lund University, Sweden	Student
Ioannis Theologidis	Ioannis	poster D23SY01PS0557	Reproductive assurance drives mating system transitions to selfing	Portugal	Evolutionary transitions from outcrossing to selfing are thought to occur because selfing reproductively assures the persistence of populations when mates or pollinators are unreliable. Direct evidence for reproductive assurance is however equivocal, in particular because outcrossing can easily overcome the adaptive benefits of selfing. To test for the impact of reproductive assurance by selfing, we performed invasion experiments of hermaphrodites into predominantly male-female populations of the nematode Caenorhabditis elegans. The invasion and fixation of selfing resulted in adaptation when populations evolved in a new environment that hindered mating. In contrast, when selfing failed to invade, adaptation to the novel environment was compromised because mating was possible. Using Monte Carlo simulations we further explored the factors that might have influenced the invasion dynamics of selfing. We confirm that reproductive assurance was responsible for the experimental transition from outcrossing to selfing. 	D23SY01PS0557	Theologidis	SY01	PS	140	1	Male	Poster		Staff
Irem Sepil	Irem	poster D20SY12PS1170	MHC-based qualitative and quantitative resistance to avian malaria in a wild bird population	United Kingdom	Major histocompatibility complex (Mhc) genes are believed to play a key role in the genetic basis of disease control. Although numerous studies have sought links between Mhc and disease prevalence, many have ignored the ecological and epidemiological aspects of the host-parasite interaction. Consequently, interpreting associations between prevalence and Mhc is difficult, while discriminating alleles for qualitative resistance, quantitative resistance and susceptibility remains challenging. Moreover, most studies to date have quantified associations between genotypes and disease status, overlooking the complex relationship between genotype and the properties of the Mhc molecule that interacts with parasites. Here, we solve these problems and demonstrate malaria parasite species-specific associations with functional properties of Mhc molecules in a wild bird population; effects that depend crucially on understanding the impacts and spatial epidemiology of these parasites. Furthermore, we demonstrate common functional properties of malaria-resistance alleles in passerines, suggesting this is a model system for parasite-Mhc associations in the wild. 	D20SY12PS1170	Sepil	SY12	PS	156	1	Female	Poster	Student at University of Oxford	Student
Irene Hernando Herráez	Irene	poster D23SY08PS1383	A genome-wide comparative study of DNA methylation in great apes	Spain	It has been hypothesized that differences between humans and their closet relatives may be explained by changes in gene regulation rather in primary genome sequence. Epigenetic alterations are involved in many biological processes and have been under-explored in comparative genomics. Specifically, DNA methylation is still poorly understood in the context of recent human evolution. In this study, we performed a comparative analysis of CpG methylation patterns between 9 humans and 23 primates including all four species of great apes (chimpanzee, bonobo, gorilla and orangutan) using Illumina Methylation450 bead arrays. Using this approach, we were able to study the dynamics of DNA methylation and to identify regions showing species-specific methylation pattern among the great apes, including ~130 genes with a pattern unique to human. We also identified a significant positive relationship between the rate of coding variation and alterations of methylation at the promoter level, indicative of co-occurrence between evolution of protein sequence and gene regulation. 	D23SY08PS1383	Herráez	SY08	PS	158	1	Female	Poster	Student at University Pompeu Fabra	Student
Irène Till-Bottraud	Irène	talk D20SY05RT16:57R1	The role of phenotypic plasticity in the response of species to environmental change: a reciprocal transplantation of five grasses species along an altitudinal gradient	France	Alpine environments are particularly susceptible to environmental changes associated to global warming. The response of species to such environmental changes depends on the relative importance of adaptive variation and phenotypic plasticity. We describe here a reciprocal transplantation experiment of five species across two elevation sets. We measured the response to transplantation and the effect of the surrounding vegetation on survival and biomass as a proxy for plant fitness. Survival and biomass varied according to the elevation of transplantation and to the presence (or absence) of surrounding vegetation, indicating high phenotypic plasticity. On the other hand, although we detected significant differentiation between populations in several species, we found no indication of local adaptation of plants to their population of origin suggesting that phenotypic plasticity is high enough to allow individuals to occupy different environmental conditions. The presence of surrounding vegetation facilitated the survival in stressful conditions while we observed competition for growth at more favorable sites (low elevation). The large response of species in our experiment, together with similar results from other experiments in the same environment, indicates that phenotypic plasticity is an important component of plant adaptation along an altitudinal gradient and is an important component of the response to environmental changes for plants that remain in the same sites as well as an advantage for colonizing new favorable habitats. 	D20SY05RT16:57R1	Till-Bottraud	SY05	RT	220	1	Female	Talk		Staff
Iris Aviezer	Iris	talk D20SY32RT15:45R2	How rapid can rapid evolution be? Differences between semi-arid and Mediterranean populations of Brachypodium distachyon	Israel	Models of future climate change predict a rapid decrease in precipitation and lower water availability in the East Mediterranean region. One consequence of this change will be a northward desertification process into the Mediterranean climate region, threatening the Mediterranean ecosystems. To survive this climate change, plants may adapt by a plastic response, or by an evolutionary-genetic response, which can be either genetic or epigenetic mechanisms. Understanding the rate and direction of evolutionary change of wild plants under climate change will enable better ecosystem management. Natural geo-climatic gradients provide a natural lab for studying the outcome of climate changes. Thus, the arid areas in Israel can serve as the predicted climate in the Mediterranean region following climate change. This study provides evidence for a rapid evolution of phenotypic traits following experimental rapid climate change. We tested different traits of the annual grass Brachypodium distachyon (Poaceae), related to the cereal crops, from Mediterranean and semi-arid sites in Israel. Seeds were collected from both sites after five and ten generations of experimental rain decrease (drought), and morphological and physiological traits were compared in common-garden conditions. We found differences in life-history and morphological traits after five generations only. We also found that while Mediterranean plants can undergo rapid evolution, semi-arid ones are pre-adapted. We argue that plants can adapt to future climate change and undergo a rapid evolution under strong environmental selection. These results are important not only in a conservation perspective but also in an agricultural perspective. 	D20SY32RT15:45R2	Aviezer	SY32	RT	251	1	Female	Talk	Student at Faculty of life sciences of Tel Aviv University	Student
Isa Matos	Isa	poster D20SY23PS1134	Quantitative transcriptome patterns in the allopolyploid S. alburnoides complex	Portugal	Squalius alburnoides is an allopolyploid fish complex characterized by a constant switch of genome compositions and ploidy level changes in consecutive generations. This promotes recurring situations of potential genomic shock that S. alburnoides successfully overcomes. Previously, in a study involving only few genes, it was seen that the transcription levels in diploid and triploid S. alburnoides were similar. In this work we assessed if this described compensation mechanism that reduces the transcript levels of some genes to the diploid state, occurs globaly in the transcriptome of this natural occurring allotriploids. Also, we want to determine if there is a genome specific dominance or a similar allelic contribution to the overall expression in these hybrids. We did ‘‘RNA-seq Illumina sequencing to perform a first comparative full transcriptomic analysis of the most frequent S. alburnoides complex forms (PA; PAA; AA and PP). For the first time, high-throughput gene expression levels between diploid and triploid forms of a hybrid vertebrate organism were determined and compared. Also, polymorphisms between genomes (P and A) were identified and the allele specific gene expression (ASGE) was estimated in the hybrids. The results indicate that there is a clear leaning towards positive nonaditive gene regulation following interspecific hybridization, and a global tendency to negative nonadditive expression in the triploid hybrid. Concerning ASGE, results show that there is no massive preferential allele/genome specific gene copy silencing but there is a bias towards increased amount of P allele expression. We also explored in silico a possible interaction of miRNA’s known to be up regulated in triploid S. alburnoides with identified genes with negative non additive expression in the same genomic composition. The results did not reveal a relevant involvement of miRNAs in the decay of specific mRNAs. 	D20SY23PS1134	Matos	SY23	PS	289	2	Female	Poster	Student at Faculdade de Ciências, Uni. Lisboa	Student
